_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
273,Grandravine Park and Grandravine Community Recreation Centre,23 Grandravine Drive,"Located near Keele Street and Sheppard Avenue West, Grandravine Park is a 3.6 hectare park with a ball diamond, three tennis courts, a basketball court, and a children's playground. Adjacent to the park is the Grandravine Community Recreation Centre, a large, multifunctional, free centre that is home to many community groups. Amenities include four indoor bocce courts, five multipurpose rooms, a preschool, an outdoor pool, and indoor dry pad, and indoor hockey and pleasure skating arenas.",https://www.toronto.ca/data/parks/prd/facilities/complex/648/index.html,Outdoor,"grandravine,park,playground,recreation,centre,arenas,amenities,located,community,pool",-79.48991274,43.75201373
274,Northwood Park,140 Stilecroft Drive,"Northwood Park is a 25 hectare park with picnic sites, a fire pit, and numerous bike trails. The park follows the Black Creek ravine south from Grandravine Drive to Sheppard Avenue West, and connects with Derrydowns Park in the north and Downsview Dells Park in the south.",https://www.toronto.ca/data/parks/prd/facilities/complex/481/index.html,Outdoor,"northwood,park,derrydowns,north,ravine,trails,picnic,creek,south,downsview",-79.49647797,43.74845686
275,Benjamin Boake Greenbelt,133 Benjamin Boake Trail,"Located northwest of Sheppard Avenue West and Keele Street, Benjamin Boake Greenbelt is part of a series of parks that make up a densely forested trail in a shallow ravine. Visitors can hike all the way from Downsview Dells Park to the Black Creek Parklands along this 4.7 kilometre scenic trail, where they can also bike and bird watch.",https://www.toronto.ca/data/parks/prd/facilities/complex/520/index.html,Outdoor,"greenbelt,trail,hike,scenic,ravine,forested,parks,parklands,benjamin,boake",-79.49679318,43.74491279
276,Africentric Alternative School,1430 Sheppard Avenue West,"The Africentric Alternative School was established in 2009 at Sheppard Public School in response to the community's request to address the high dropout rate and achievement gap affecting Black students. With the goals of developing high academic achievement, self-pride, and motivation to succeed in students, the school's curriculum focuses on the perspectives, experiences, and histories of Black communities. It is the only public school of its kind in Canada and students of all backgrounds from kindergarten to grade eight travel across the Greater Toronto Area to attend this unique school.",,Unknown,"africentric,school,academic,curriculum,students,achievement,alternative,kindergarten,grade,attend",-79.48826316,43.74510597
277,Falstaff Park & Community Centre,50 Falstaff Avenue,"Falstaff Park has outdoor basketball courts, a playground and sports pad. The Falstaff Community Centre, located next to the park, offers a wide range of free programs for all ages. Youth-specific programming is offered year round. Three murals were installed on the wall of the community centre as a 2016 Cultural Hotspot project. These murals reflect the people, landmarks and nature that make this community unique. Each mural was created with illustration, photographs and photo collages by 30 dedicated local youth participating in UrbanArts' Rustic Mosaic Project, a collaboration with artist Zeesy Powers. UrbanArts is a non-profit charitable organization that offers arts-based programs with a mandate to promote, engage and facilitate cultural and community development opportunities between artists, arts organizations and community members and organizations.",https://www.toronto.ca/data/parks/prd/facilities/complex/2310/index.html,Outdoor,"mural,murals,falstaff,urbanarts,community,arts,youth,park,playground,mosaic",-79.50335394,43.71647938
278,Rustic Park,35 Raven Road,"Rustic Park is an open green space with a playground, outdoor table tennis and chess tables. A covered gazebo and benches are also found in the park. ",https://www.toronto.ca/data/parks/prd/facilities/complex/2556/index.html,Outdoor,"park,rustic,benches,playground,gazebo,outdoor,chess,green,tables,table",-79.50382496,43.71333454
279,Former Nelson A Boylen Collegiate Institute & 'Ginny & Georgia' Filming Location,155 Falstaff Avenue,"Nelson A Boylen Collegiate Institute was a Toronto District School Board property serving high school age students from 1966 to 2016. The school was named after Nelson A. Boylen, a North York politician who served in the 1940s and 1950s. The school was known for offering highly regarded programs for students with multiple exceptionalites, as well as ESL and ELD programs. Famous attendees of the school include National Hockey League coach Bruce Boudreau, and Alberta politician Joe Ceci. The school has been used as a filming location since closing, including acting as Wellsbury High School in the Pilot episode of Netflix series 'Ginny & Georgia'.",,Unknown,"nelson,wellsbury,boylen,collegiate,ginny,students,coach,school,alberta,institute",-79.4958372,43.71754187
280,Maple Leaf Park,320 Culford Road,"Maple Leaf Park is a 5-hectare green space with three lit outdoor tennis courts, four lit outdoor bocce courts, two lit basketball courts, a ball diamond and a children's playground. Outdoor chess tables, benches and walking paths are also found in the park.",https://www.toronto.ca/data/parks/prd/facilities/complex/688/index.html,Outdoor,"maple,park,playground,benches,outdoor,leaf,tennis,green,chess,ball",-79.49109026,43.71579473
281,Gracefield Park,175 Gracefield Avenue,Gracefield Park is a 1.1-hectare park that features a children's playground and open green space.,https://www.toronto.ca/data/parks/prd/facilities/complex/2349/index.html,Outdoor,"gracefield,park,playground,hectare,children,space,green,features,open",-79.4905863,43.70959948
282,Chaminade College School,490 Queens Drive,"Chaminade College School first opened in 1965. The school is well known for its extensive athletic programs. School alumni include football player Teuvan Smith, hockey player Mark Giordano, and musician Lukas Rossi. Students from Chaminade were also responsible for an amendment to the Smoke Free Ontario Act that prevents adults from smoking in vehicles with children under 16 years old. Bill 69 was adopted in 2008 as a result of a petition submitted by these high-schoolers.  ",,Unknown,"chaminade,ontario,students,college,alumni,school,smoking,16,1965,smoke",-79.49565909,43.70976113
283,Ricardo Parkette,180 Maple Leaf Drive,"The newly renovated playground at Ricardo Parkette features a new junior/senior play structure with barrier-free play features, overhead climber, spring toy and swing set including a new barrier-free swing. Armour stone frames the outer edges of the playground and allows children to practice balancing skills. Engineered wood fiber forms a springy playground floor surface that both cushion falls and supports wheelchair weight. Perimeter-located benches allow family members and caregivers to supervise the fun!",https://www.toronto.ca/data/parks/prd/facilities/complex/1979/index.html,Outdoor,"playground,benches,swing,wood,wheelchair,cushion,frames,supports,engineered,toy",-79.49727293,43.71096983
284,Black Creek Drive,50 Maple Leaf Drive (along the Black Creek Drive overpass),"*Note:  Please use caution when observing the highway from the bridge. Black Creek Drive was originally intended to connect Highway 400 to the Gardiner Expressway. This ambitious cross town link was started in the 1960s, and by 1966, the southward extension to Jane Street had been completed. Land had been acquired through Black Creek Valley to Eglinton Avenue to further the expansion. The cancellation of the Spadina Expressway (a proposed parallel north/south route through the city) signalled the beginning of the end of the Black Creek extension. Plans to continue the road to Eglinton Avenue in 1976 were finally turned into what we see today. The current stretch of Black Creek Drive opened in 1982, running from Jane Street to Weston Road. The bridge at Maple Leaf almost perfectly marks the transition from highway to city street.  ",,Unknown,"expressway,highway,creek,road,gardiner,bridge,street,avenue,route,valley",-79.50148956,43.70997102
285,Thomas Dannenberg Artbox,Southeast Corner of Jane Street and Maple Leaf Drive,"Toronto is a mosaic of cultures and a shining model for the rest of the world. The mosaic consists of tiles, glass beads, shards of pottery with various patterns on them.",https://www.artworxto.ca/artwork/unknown-artwork-street-615,Unknown,"toronto,mosaic,pottery,cultures,tiles,patterns,glass,beads,shining,consists",-79.50537941,43.70918141
286,Upwood Greenbelt,44 Marshlynn Avenue,Upwood Greenbelt backs onto Black Creek and the river valley. There is a children's playground and bocce courts in the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/769/index.html,Outdoor,"greenbelt,playground,creek,upwood,river,park,valley,courts,children,backs",-79.50082169,43.70501518
